ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
504_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Pakistani,ONS 5+2,K02000001,4,%,516
505_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,White,ONS 5+2,K02000001,5,%,55400
506_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,White British,ONS 5+2,K02000001,4,%,53052
507_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,White other,ONS 5+2,K02000001,7,%,2348
508_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,All,ONS 5+2,K02000001,24,%,59881
509_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Asian other,ONS 5+2,K02000001,15,%,337
510_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Asian,ONS 5+2,K02000001,17,%,2252
511_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,27,%,221
512_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Black,ONS 5+2,K02000001,25,%,1323
513_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Chinese,ONS 5+2,K02000001,15,%,198
514_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Indian,ONS 5+2,K02000001,15,%,980
515_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Mixed,ONS 5+2,K02000001,21,%,433
516_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Other,ONS 5+2,K02000001,26,%,473
517_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,Pakistani,ONS 5+2,K02000001,20,%,516
518_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,White,ONS 5+2,K02000001,25,%,55400
519_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,White British,ONS 5+2,K02000001,25,%,53052
520_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2012,Three-year average,White other,ONS 5+2,K02000001,19,%,2348
521_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,All,ONS 5+2,K02000001,20,%,59881
522_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Asian other,ONS 5+2,K02000001,16,%,337
523_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Asian,ONS 5+2,K02000001,20,%,2252
524_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,24,%,221
525_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Black,ONS 5+2,K02000001,22,%,1323
526_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Chinese,ONS 5+2,K02000001,14,%,198
527_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Indian,ONS 5+2,K02000001,19,%,980
528_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Mixed,ONS 5+2,K02000001,21,%,433
529_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Other,ONS 5+2,K02000001,18,%,473
530_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,Pakistani,ONS 5+2,K02000001,27,%,516
531_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,White,ONS 5+2,K02000001,19,%,55400
532_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,White British,ONS 5+2,K02000001,20,%,53052
533_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2012,Three-year average,White other,ONS 5+2,K02000001,18,%,2348
534_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,All,ONS 5+2,K02000001,14,%,59881
535_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Asian other,ONS 5+2,K02000001,20,%,337
536_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Asian,ONS 5+2,K02000001,17,%,2252
537_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,14,%,221
538_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Black,ONS 5+2,K02000001,17,%,1323
539_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Chinese,ONS 5+2,K02000001,19,%,198
540_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Indian,ONS 5+2,K02000001,15,%,980
541_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Mixed,ONS 5+2,K02000001,14,%,433
542_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Other,ONS 5+2,K02000001,14,%,473
543_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,Pakistani,ONS 5+2,K02000001,21,%,516
544_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,White,ONS 5+2,K02000001,14,%,55400
545_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,White British,ONS 5+2,K02000001,14,%,53052
546_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2012,Three-year average,White other,ONS 5+2,K02000001,16,%,2348
547_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,All,ONS 5+2,K02000001,10,%,59881
548_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Asian other,ONS 5+2,K02000001,9,%,337
549_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Asian,ONS 5+2,K02000001,10,%,2252
550_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,8,%,221
551_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Black,ONS 5+2,K02000001,10,%,1323
552_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Chinese,ONS 5+2,K02000001,11,%,198
553_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Indian,ONS 5+2,K02000001,12,%,980
554_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Mixed,ONS 5+2,K02000001,13,%,433
555_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Other,ONS 5+2,K02000001,9,%,473
556_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2012,Three-year average,Pakistani,ONS 5+2,K02000001,7,%,516
